s0,s1,a0,terminal_flag
-0.6,-13.4,-46.0,not done
-0.6,-9.9,-42.0,not done
-0.6,-12.8,-47.0,not done
-0.7,-13.7,-53.0,not done
-0.8,-10.6,-52.0,not done
-0.9,-3.6,-50.0,not done
-0.9,-4.2,-53.0,not done
-0.9,-3.1,-51.0,not done
-0.9,-2.9,-50.0,not done
-0.9,-4.3,-52.0,not done
-0.8,-0.7,-47.0,not done
-0.8,-1.7,-47.0,not done
-0.9,-0.5,-47.0,not done
-0.9,0.8,-46.0,not done
-0.9,-0.3,-47.0,not done
-0.9,-0.2,-47.0,not done
-0.9,-2.8,-51.0,not done
-0.9,-1.7,-51.0,not done
-0.9,2.7,-46.0,not done
-0.9,0.9,-46.0,not done
-0.9,-2.2,-49.0,not done
-0.9,0.2,-47.0,not done
-0.9,0.7,-47.0,not done
-0.9,-1.5,-49.0,not done
-0.9,-4.0,-51.0,not done
-0.8,1.1,-45.0,not done
-0.8,0.7,-44.0,not done
-0.8,-2.2,-46.0,not done
-0.8,-1.0,-43.0,not done
-0.8,-4.3,-47.0,not done
-0.8,-4.8,-49.0,not done
-0.8,-6.4,-51.0,not done
-0.9,-4.7,-52.0,not done
-0.8,0.7,-42.0,not done
-0.8,-3.9,-47.0,not done
-0.8,-7.0,-50.0,not done
-0.8,-6.3,-50.0,not done
-0.8,-3.8,-48.0,not done
-0.8,-5.8,-50.0,not done
-0.8,-4.5,-47.0,not done
-0.7,-2.4,-43.0,not done
-0.8,-6.0,-48.0,not done
-0.8,-7.9,-50.0,not done
-0.8,-9.8,-54.0,not done
-0.8,-8.5,-54.0,not done
-0.9,-6.4,-55.0,not done
-0.9,-2.7,-52.0,not done
-0.9,-3.9,-51.0,not done
-0.8,-4.8,-51.0,not done
-0.8,-4.7,-50.0,not done
-0.8,-6.0,-49.0,not done
-0.8,-7.5,-53.0,not done
-0.9,-7.1,-57.0,not done
-1.0,-5.7,-59.0,not done
-1.0,-5.5,-60.0,not done
-1.0,-2.6,-57.0,not done
-1.0,-1.6,-55.0,not done
-1.0,-3.6,-56.0,not done
-0.9,-4.0,-56.0,not done
-0.9,-2.1,-53.0,not done
-0.9,-3.4,-54.0,not done
-1.0,-5.0,-57.0,not done
-1.0,-1.0,-55.0,not done
-1.0,-1.6,-56.0,not done
-1.0,-5.7,-59.0,not done
-1.0,-5.7,-61.0,not done
-1.0,1.3,-51.0,not done
-0.9,0.1,-52.0,not done
-1.0,-3.0,-55.0,not done
-1.0,-6.2,-60.0,not done
-1.0,-3.7,-58.0,not done
-1.0,-3.1,-59.0,not done
-1.0,0.0,-54.0,not done
-0.9,-2.1,-54.0,not done
-1.0,-3.4,-57.0,not done
-1.0,-2.2,-56.0,not done
-1.0,-2.4,-57.0,not done
-1.0,-4.2,-59.0,not done
-1.0,-3.4,-57.0,not done
-1.0,-1.0,-54.0,not done
-1.0,-0.6,-53.0,not done
-1.0,-3.9,-57.0,not done
-1.0,-3.9,-59.0,not done
-1.0,-2.9,-59.0,not done
-1.0,-1.5,-57.0,not done
-1.0,-3.4,-58.0,not done
-1.0,-4.1,-60.0,not done
-1.0,-4.7,-60.0,not done
-1.0,-4.6,-60.0,not done
-1.1,-3.3,-61.0,not done
-1.0,-0.3,-55.0,not done
-1.0,-2.1,-57.0,not done
-1.0,-2.2,-56.0,not done
-1.0,-6.2,-62.0,not done
-1.0,-9.4,-66.0,not done
-1.1,-4.4,-63.0,not done
-1.0,3.6,-52.0,not done
-1.0,1.8,-51.0,not done
-0.9,-0.5,-51.0,not done
-0.9,-2.1,-54.0,not done
-1.0,-4.7,-60.0,not done
-1.0,-2.8,-59.0,not done
-1.1,4.6,-57.0,not done
-1.2,8.9,-54.0,not done
-1.1,9.8,-52.0,not done
-1.1,12.2,-50.0,not done
-1.0,18.4,-38.0,not done
-0.9,18.6,-33.0,not done
-0.9,16.7,-32.0,not done
-0.9,17.5,-29.0,not done
-0.8,20.6,-25.0,not done
-0.8,24.9,-20.0,not done
-0.8,29.8,-12.0,not done
-0.8,28.7,-14.0,not done
-0.7,28.3,-7.0,not done
-0.5,33.2,3.0,not done
-0.4,38.4,14.0,not done
-0.2,40.5,27.0,not done
-0.1,40.8,35.0,not done
0.1,35.9,40.0,not done
0.3,25.3,40.0,not done
0.3,3.9,20.0,not done
0.1,-16.5,-9.0,not done
0.1,-17.7,-13.0,not done
-0.0,-12.4,-13.0,not done
-0.1,-7.5,-12.0,not done
-0.1,-2.8,-9.0,not done
-0.1,-2.1,-8.0,not done
-0.1,-2.2,-6.0,not done
-0.1,-3.6,-6.0,not done
-0.1,-3.7,-7.0,not done
-0.1,0.8,-3.0,not done
-0.0,1.7,0.0,not done
-0.1,0.4,-3.0,not done
-0.1,-8.4,-14.0,not done
-0.2,-11.6,-20.0,not done
-0.2,-10.2,-21.0,not done
-0.3,-11.2,-26.0,not done
-0.3,-10.7,-28.0,not done
-0.4,-9.2,-32.0,not done
-0.5,-0.1,-25.0,not done
-0.4,11.9,-7.0,not done
-0.2,20.2,10.0,not done
-0.1,13.3,9.0,not done
0.0,11.9,12.0,not done
0.1,8.7,13.0,not done
0.1,4.7,10.0,not done
0.1,2.6,10.0,not done
0.1,0.9,8.0,not done
0.1,4.2,10.0,not done
0.2,2.4,11.0,not done
0.2,-4.0,4.0,not done
0.1,-10.9,-6.0,not done
0.0,-8.4,-7.0,not done
0.0,-3.1,-2.0,not done
0.0,-1.6,0.0,not done
0.0,0.6,2.0,not done
0.1,-0.5,2.0,not done
0.0,-1.6,1.0,not done
0.1,-0.5,3.0,not done
0.1,0.3,4.0,not done
0.1,0.1,5.0,not done
0.1,0.8,6.0,not done
0.1,1.8,8.0,not done
0.1,1.6,9.0,not done
0.2,1.9,11.0,not done
0.2,1.5,12.0,not done
0.2,0.6,13.0,not done
0.3,-0.7,13.0,not done
0.3,-1.0,13.0,not done
0.3,-0.3,14.0,not done
0.3,0.4,16.0,not done
0.3,1.5,18.0,not done
0.3,2.0,21.0,not done
0.4,2.2,22.0,not done
0.4,2.1,24.0,not done
0.4,1.5,25.0,not done
0.5,2.1,27.0,not done
0.5,0.8,28.0,not done
0.5,-1.2,27.0,not done
0.5,-3.9,25.0,not done
0.5,-6.9,20.0,not done
0.5,-9.0,16.0,not done
0.4,-11.1,11.0,not done
0.3,-10.4,8.0,not done
0.3,-10.4,6.0,not done
0.3,-8.8,6.0,not done
0.3,-6.5,8.0,not done
0.3,-3.5,10.0,not done
0.3,-3.7,11.0,not done
0.3,-2.4,13.0,not done
0.3,-1.0,15.0,not done
0.3,-1.7,14.0,not done
0.3,-2.3,13.0,not done
0.3,-1.8,14.0,not done
0.3,-2.2,15.0,not done
0.3,-3.3,15.0,not done
0.3,-3.8,14.0,not done
0.4,-2.5,16.0,not done
0.4,-1.0,20.0,not done
0.4,0.4,23.0,not done
0.4,-1.6,22.0,not done
0.4,-5.8,16.0,not done
0.4,-6.7,14.0,not done
0.4,-5.5,14.0,not done
0.4,-6.0,14.0,not done
0.3,-5.3,13.0,not done
0.4,-1.7,18.0,not done
0.4,-1.0,20.0,not done
0.4,-1.4,20.0,not done
0.4,-4.9,17.0,not done
0.4,-4.7,17.0,not done
0.4,-3.9,17.0,not done
0.4,-2.5,19.0,not done
0.4,-4.7,16.0,not done
0.4,-3.4,17.0,not done
0.4,-3.2,18.0,not done
0.4,-5.3,16.0,not done
0.4,-8.4,13.0,not done
0.4,-6.2,13.0,not done
0.3,-4.0,15.0,not done
0.4,-4.1,15.0,not done
0.4,-2.1,17.0,not done
0.4,-1.8,18.0,not done
0.4,-5.4,14.0,not done
0.4,-6.9,12.0,not done
0.3,-3.7,14.0,not done
0.3,-2.7,15.0,not done
0.3,-0.2,18.0,not done
0.4,0.9,22.0,not done
0.4,-0.4,22.0,not done
0.4,-5.2,17.0,not done
0.4,-5.7,15.0,not done
0.4,-5.2,15.0,not done
0.4,-3.5,17.0,not done
0.4,0.1,20.0,not done
0.4,3.0,24.0,not done
0.4,-2.7,21.0,not done
0.4,-6.3,16.0,not done
0.4,-4.3,17.0,not done
0.4,-2.6,20.0,not done
0.4,-0.6,22.0,not done
0.4,-1.2,23.0,not done
0.4,-4.8,19.0,not done
0.4,-6.6,16.0,not done
0.4,-5.4,16.0,not done
0.4,-2.7,19.0,not done
0.4,-0.9,21.0,not done
0.4,-4.1,19.0,not done
0.4,-5.6,16.0,not done
0.4,-3.5,19.0,not done
0.4,-3.3,20.0,not done
0.4,-1.0,23.0,not done
0.5,-1.6,23.0,not done
0.5,-4.1,21.0,not done
0.5,-5.1,19.0,not done
0.5,-3.1,22.0,not done
0.5,-2.7,22.0,not done
0.4,-4.4,19.0,not done
0.5,-3.5,21.0,not done
0.5,-3.4,21.0,not done
0.4,-2.7,21.0,not done
0.5,-0.6,24.0,not done
0.5,-1.1,24.0,not done
0.5,-3.8,21.0,not done
0.5,-4.6,21.0,not done
0.4,-3.9,20.0,not done
0.5,-1.0,24.0,not done
0.5,-5.4,20.0,not done
0.4,-3.7,20.0,not done
0.5,-1.7,23.0,not done
0.5,0.6,26.0,not done
0.5,-3.9,22.0,not done
0.5,-4.8,21.0,not done
0.5,-1.9,23.0,not done
0.5,-1.0,26.0,not done
0.5,-2.9,24.0,not done
0.5,-3.5,23.0,not done
0.5,-2.8,24.0,not done
0.5,0.9,28.0,not done
0.5,-2.6,26.0,not done
0.5,-4.3,24.0,not done
0.5,-3.2,25.0,not done
0.5,2.1,31.0,not done
0.6,-4.4,25.0,not done
0.5,-6.3,21.0,not done
0.5,-2.5,24.0,not done
0.5,-0.4,27.0,not done
0.6,-0.7,29.0,not done
0.6,-4.3,26.0,not done
0.6,-0.6,30.0,not done
0.6,-1.7,30.0,not done
0.6,-2.7,29.0,not done
0.6,-3.9,27.0,not done
0.6,-1.9,30.0,not done
0.6,-3.6,28.0,not done
0.6,-3.7,29.0,not done
0.6,-2.6,30.0,not done
0.6,0.0,35.0,not done
0.7,-2.2,34.0,not done
0.7,-5.4,31.0,not done
0.6,-6.6,28.0,not done
0.6,-4.8,27.0,not done
0.6,-4.1,30.0,not done
0.6,-5.3,28.0,not done
0.6,-4.9,29.0,not done
0.6,-4.7,29.0,not done
0.6,-3.5,29.0,not done
0.6,-2.6,28.0,not done
0.5,0.6,30.0,not done
0.6,0.6,32.0,not done
0.6,4.1,38.0,not done
0.7,4.4,41.0,not done
0.7,-0.5,40.0,not done
0.7,-7.2,33.0,not done
0.8,-7.7,33.0,not done
0.7,-7.1,34.0,not done
0.7,-10.7,28.0,not done
0.7,-12.9,25.0,not done
0.7,-12.1,24.0,not done
0.6,-9.6,24.0,not done
0.6,-10.7,24.0,not done
0.7,-9.2,26.0,not done
0.6,-7.7,27.0,not done
0.7,-8.6,27.0,not done
0.7,-10.5,25.0,not done
0.6,-13.1,20.0,not done
0.6,-11.9,20.0,not done
0.6,-10.9,20.0,not done
0.6,-10.6,21.0,not done
0.6,-10.7,20.0,not done
0.5,-9.6,20.0,not done
0.5,-10.2,17.0,not done
0.5,-8.5,18.0,not done
0.5,-5.9,22.0,not done
0.5,-6.3,21.0,not done
0.5,-6.3,21.0,not done
0.5,-3.6,22.0,not done
0.5,-6.4,20.0,not done
0.4,-7.0,17.0,not done
0.4,-2.4,22.0,not done
0.5,-0.6,24.0,not done
0.5,-1.0,26.0,not done
0.5,-3.6,23.0,not done
0.5,-1.3,27.0,not done
0.5,-1.4,28.0,not done
0.6,-1.9,29.0,not done
0.6,-4.1,27.0,not done
0.6,-1.9,30.0,not done
0.6,-4.3,28.0,not done
0.6,-3.4,28.0,not done
0.6,-4.9,26.0,not done
0.6,-0.2,30.0,not done
0.6,-0.4,31.0,not done
0.6,-3.8,27.0,not done
0.6,-2.8,27.0,not done
0.6,-2.6,29.0,not done
0.6,-3.3,28.0,not done
0.6,-1.9,31.0,not done
0.6,-2.7,31.0,not done
0.6,-2.7,31.0,not done
0.6,-1.9,32.0,not done
0.6,-4.8,29.0,not done
0.6,-5.5,28.0,not done
0.6,-4.6,28.0,not done
0.6,-4.0,30.0,not done
0.7,-3.7,32.0,not done
0.7,-5.8,31.0,not done
0.6,-9.2,25.0,not done
0.6,-7.6,25.0,not done
0.6,-5.5,29.0,not done
0.6,-7.0,27.0,not done
0.6,-6.6,28.0,not done
0.6,-5.9,28.0,not done
0.6,-8.4,25.0,not done
0.6,-6.9,27.0,not done
0.6,-8.4,25.0,not done
0.6,-7.1,26.0,not done
0.6,-5.0,29.0,not done
0.7,-4.1,31.0,not done
0.6,-7.3,27.0,not done
0.6,-9.6,21.0,not done
0.6,-6.7,23.0,not done
0.5,-6.2,23.0,not done
0.5,-4.2,25.0,not done
0.5,-5.8,23.0,not done
0.6,-4.4,26.0,not done
0.5,-5.4,24.0,not done
0.6,-5.0,25.0,not done
0.6,-3.9,27.0,not done
0.6,-3.8,27.0,not done
0.6,-2.3,28.0,not done
0.6,-3.5,27.0,not done
0.5,-5.4,23.0,not done
0.5,-8.2,19.0,not done
0.5,-4.1,21.0,not done
0.5,-1.4,28.0,not done
0.5,-3.7,25.0,not done
0.5,-3.3,26.0,not done
0.5,-2.8,26.0,not done
0.5,-2.2,26.0,not done
0.5,-2.4,26.0,not done
0.5,-2.2,26.0,not done
0.5,-2.9,25.0,not done
0.5,-2.5,25.0,not done
0.5,0.1,27.0,not done
0.5,0.2,28.0,not done
0.5,-2.0,25.0,not done
0.5,-4.8,23.0,not done
0.5,-2.6,25.0,not done
0.5,-2.6,26.0,not done
0.5,-0.9,29.0,not done
0.6,-3.4,28.0,not done
0.6,-3.2,28.0,not done
0.6,-3.3,28.0,not done
0.6,-1.9,28.0,not done
0.5,-5.0,25.0,not done
0.5,-2.7,26.0,not done
0.5,-2.2,27.0,not done
0.6,-4.3,26.0,not done
0.6,-2.0,30.0,not done
0.6,-1.4,33.0,not done
0.6,-7.3,26.0,not done
0.6,-7.0,26.0,not done
0.6,-4.0,27.0,not done
0.6,-5.9,26.0,not done
0.6,-7.0,25.0,not done
0.6,-5.9,28.0,not done
0.6,-7.8,26.0,not done
0.6,-8.4,24.0,not done
0.6,-8.1,23.0,not done
0.6,-10.4,20.0,not done
0.6,-8.6,23.0,not done
0.6,-7.8,24.0,not done
0.6,-6.9,27.0,not done
0.6,-10.9,22.0,not done
0.6,-12.0,21.0,not done
0.5,-11.1,19.0,not done
0.5,-11.1,18.0,not done
0.5,-9.7,19.0,not done
0.6,-10.6,19.0,not done
0.5,-13.1,15.0,not done
0.5,-10.1,16.0,not done
0.5,-8.3,18.0,not done
0.5,-9.6,16.0,not done
0.4,-10.0,14.0,not done
0.4,-5.7,17.0,not done
0.5,-4.7,20.0,not done
0.5,-6.6,18.0,not done
0.5,-8.4,16.0,not done
0.5,-6.1,18.0,not done
0.5,-3.0,22.0,not done
0.5,-5.4,20.0,not done
0.4,-11.2,12.0,not done
0.4,-8.9,12.0,not done
0.4,-4.7,16.0,not done
0.4,-3.3,18.0,not done
0.4,-6.0,17.0,not done
0.4,-8.5,13.0,not done
0.4,-5.6,15.0,not done
0.4,-5.4,17.0,not done
0.4,-4.7,17.0,not done
0.4,-5.1,17.0,not done
0.4,-7.3,13.0,not done
0.4,-4.7,15.0,not done
0.4,-5.8,15.0,not done
0.4,-6.1,15.0,not done
0.4,-4.4,18.0,not done
0.4,-3.4,19.0,not done
0.4,-5.3,18.0,not done
0.4,-9.3,12.0,not done
0.4,-6.8,12.0,not done
0.4,-4.7,15.0,not done
0.4,-5.1,15.0,not done
0.4,-6.6,13.0,not done
0.3,-7.7,11.0,not done
0.3,-8.8,10.0,not done
0.3,-7.6,9.0,not done
0.3,-5.7,10.0,not done
0.3,-5.6,11.0,not done
0.3,-8.3,7.0,not done
0.3,-7.0,8.0,not done
0.3,-5.1,10.0,not done
0.3,-4.7,13.0,not done
0.3,-6.0,12.0,not done
0.3,-4.8,13.0,not done
0.3,-7.6,10.0,not done
0.3,-9.2,6.0,not done
0.3,-7.0,7.0,not done
0.3,-6.8,7.0,not done
0.3,-6.1,9.0,not done
0.3,-7.6,7.0,not done
0.3,-6.3,9.0,not done
0.3,-5.6,10.0,not done
0.3,-3.5,13.0,not done
0.3,-3.4,15.0,not done
0.3,-7.5,10.0,not done
0.3,-8.9,7.0,not done
0.3,-9.6,4.0,not done
0.2,-9.5,2.0,not done
0.2,-8.0,2.0,not done
0.2,-6.1,3.0,not done
0.2,-4.7,5.0,not done
0.2,-4.0,6.0,not done
0.2,-3.6,7.0,not done
0.2,-3.1,8.0,not done
0.2,-2.9,9.0,not done
0.2,-2.7,10.0,not done
0.2,-2.5,11.0,not done
0.3,-2.0,12.0,not done
0.3,-2.6,13.0,not done
0.3,-3.1,13.0,not done
0.3,-3.6,13.0,not done
0.3,-4.1,13.0,not done
0.3,-4.2,13.0,not done
0.3,-4.2,13.0,not done
0.3,-4.4,13.0,not done
0.3,-5.0,13.0,not done
0.3,-5.1,12.0,not done
0.3,-6.2,11.0,not done
0.3,-7.5,9.0,not done
0.3,-8.2,8.0,not done
0.3,-9.0,6.0,not done
0.3,-9.4,4.0,not done
0.2,-9.4,3.0,not done
0.2,-8.8,2.0,not done
0.2,-8.7,1.0,not done
0.2,-9.3,0.0,not done
0.1,-9.0,-2.0,not done
0.1,-8.3,-3.0,not done
0.1,-7.7,-3.0,not done
0.1,-7.4,-4.0,not done
0.0,-7.5,-5.0,not done
0.0,-7.3,-5.0,not done
0.0,-8.1,-7.0,not done
-0.0,-8.3,-8.0,not done
-0.0,-8.5,-10.0,not done
-0.1,-8.9,-11.0,not done
-0.1,-9.5,-13.0,not done
-0.1,-9.9,-15.0,not done
-0.1,-10.3,-17.0,not done
-0.2,-10.8,-19.0,not done
-0.2,-9.6,-19.0,not done
-0.2,-9.0,-20.0,not done
-0.2,-0.7,-13.0,not done
-0.2,0.5,-9.0,not done
-0.2,0.7,-7.0,not done
-0.1,4.2,-1.0,not done
-0.1,2.4,-1.0,not done
-0.0,-0.1,-2.0,not done
-0.0,-2.9,-4.0,not done
-0.0,-4.7,-7.0,not done
-0.0,-5.4,-8.0,not done
-0.1,-6.8,-10.0,not done
-0.1,-7.6,-12.0,not done
-0.1,-9.4,-15.0,not done
-0.1,-11.4,-19.0,not done
-0.2,-12.9,-22.0,not done
-0.2,-14.2,-26.0,not done
-0.3,-14.3,-28.0,not done
-0.3,-13.0,-31.0,not done
-0.4,-10.4,-31.0,not done
-0.5,-4.7,-29.0,not done
-0.5,1.1,-24.0,not done
-0.4,4.4,-18.0,not done
-0.3,6.3,-12.0,not done
-0.3,1.8,-13.0,not done
-0.2,2.8,-10.0,not done
-0.2,0.5,-11.0,not done
-0.2,-1.1,-13.0,not done
-0.2,-2.0,-14.0,not done
-0.2,-0.2,-12.0,not done
-0.2,1.5,-9.0,not done
-0.1,0.5,-7.0,not done
-0.1,0.7,-5.0,not done
-0.1,-1.8,-6.0,not done
-0.1,-4.2,-8.0,not done
-0.1,-6.9,-12.0,not done
-0.2,-9.1,-17.0,not done
-0.2,-7.7,-18.0,not done
-0.2,-4.7,-17.0,not done
-0.2,-3.4,-16.0,not done
-0.2,-0.9,-13.0,not done
-0.2,1.6,-9.0,not done
-0.2,0.4,-9.0,not done
-0.1,-2.3,-8.0,not done
-0.1,-3.0,-8.0,not done
-0.1,-3.8,-9.0,not done
-0.1,-5.9,-13.0,not done
-0.2,-7.4,-16.0,not done
-0.2,-7.9,-19.0,not done
-0.2,-6.5,-19.0,not done
-0.3,-6.2,-20.0,not done
-0.2,-3.6,-16.0,not done
-0.2,-1.7,-14.0,not done
-0.2,1.2,-9.0,not done
-0.2,0.5,-8.0,not done
-0.2,0.3,-8.0,not done
-0.1,-0.8,-8.0,not done
-0.1,-1.7,-9.0,not done
-0.1,-2.9,-10.0,not done
-0.2,-4.2,-13.0,not done
-0.2,-3.7,-13.0,not done
-0.2,-2.2,-12.0,not done
-0.2,-0.9,-10.0,not done
-0.1,0.1,-7.0,not done
-0.1,0.6,-5.0,not done
-0.1,-1.0,-6.0,not done
-0.1,-1.1,-6.0,not done
-0.1,-1.8,-6.0,not done
-0.1,-3.2,-8.0,not done
-0.1,-4.7,-10.0,not done
-0.1,-5.9,-12.0,not done
-0.1,-6.8,-14.0,not done
-0.2,-7.7,-17.0,not done
-0.2,-7.8,-18.0,not done
-0.2,-7.3,-19.0,not done
-0.2,-6.0,-19.0,not done
-0.2,-4.9,-17.0,not done
-0.2,-2.4,-14.0,not done
-0.2,-0.3,-11.0,not done
-0.2,1.4,-8.0,not done
-0.1,2.2,-5.0,not done
-0.1,1.1,-6.0,not done
-0.1,-0.2,-7.0,not done
-0.1,-0.4,-7.0,not done
-0.1,-0.9,-7.0,not done
-0.1,-2.9,-9.0,not done
-0.1,-4.8,-12.0,not done
-0.1,-5.5,-13.0,not done
-0.2,-4.5,-13.0,not done
-0.2,-4.5,-14.0,not done
-0.2,-3.2,-13.0,not done
-0.2,-2.2,-12.0,not done
-0.2,-1.1,-10.0,not done
-0.1,0.1,-7.0,not done
-0.1,-0.9,-6.0,not done
-0.1,-0.7,-3.0,not done
-0.0,-1.4,-3.0,not done
-0.1,-2.4,-5.0,not done
-0.1,-2.3,-6.0,not done
-0.1,-1.0,-4.0,not done
-0.1,-1.8,-5.0,not done
-0.1,-2.5,-6.0,not done
-0.1,-2.5,-6.0,not done
-0.1,-3.6,-7.0,not done
-0.1,-4.3,-8.0,not done
-0.1,-5.1,-10.0,not done
-0.1,-5.2,-11.0,not done
-0.1,-5.7,-12.0,not done
-0.1,-5.3,-12.0,not done
-0.2,-4.9,-13.0,not done
-0.2,-4.9,-13.0,not done
-0.2,-4.9,-13.0,not done
-0.2,-4.6,-14.0,not done
-0.2,-4.4,-14.0,not done
-0.2,-4.2,-14.0,not done
-0.2,-4.1,-14.0,not done
-0.2,-4.0,-14.0,not done
-0.2,-3.4,-14.0,not done
-0.2,-2.5,-13.0,not done
-0.2,-2.7,-13.0,not done
-0.2,-2.1,-12.0,not done
-0.2,-2.5,-12.0,not done
-0.2,-2.8,-12.0,not done
-0.2,-3.3,-12.0,not done
-0.2,-3.5,-13.0,not done
-0.2,-3.4,-12.0,not done
-0.2,-3.6,-12.0,not done
-0.2,-3.4,-12.0,not done
-0.2,-2.9,-12.0,not done
-0.2,-2.9,-12.0,not done
-0.2,-2.5,-11.0,not done
-0.2,-1.9,-10.0,not done
-0.2,-1.2,-9.0,not done
-0.1,-0.2,-8.0,not done
-0.1,0.3,-6.0,not done
-0.1,0.2,-5.0,not done
-0.1,0.1,-4.0,not done
-0.1,-0.3,-4.0,not done
-0.0,-0.7,-3.0,not done
-0.0,-1.5,-3.0,not done
-0.0,-1.8,-2.0,not done
-0.0,-2.3,-2.0,not done
0.0,-2.8,-2.0,not done
0.0,-3.4,-3.0,not done
0.0,-3.8,-3.0,not done
0.0,-3.7,-3.0,not done
0.0,-3.5,-3.0,not done
0.0,-3.5,-3.0,not done
0.0,-3.3,-2.0,not done
0.0,-3.4,-2.0,not done
0.0,-3.1,-2.0,not done
0.0,-3.2,-2.0,not done
0.0,-3.0,-2.0,not done
0.0,-3.0,-2.0,not done
0.0,-3.0,-2.0,not done
0.0,-3.0,-1.0,not done
0.0,-3.0,-1.0,not done
0.0,-3.1,-1.0,not done
0.0,-3.0,-1.0,not done
0.0,-3.1,-1.0,not done
0.0,-3.0,0.0,not done
0.0,-2.9,0.0,not done
0.0,-2.7,0.0,not done
0.0,-3.0,0.0,not done
0.1,-3.0,0.0,not done
0.1,-3.0,0.0,not done
0.1,-2.6,0.0,not done
0.1,-2.5,0.0,not done
0.1,-2.5,1.0,not done
0.1,-2.4,1.0,not done
0.1,-2.3,2.0,not done
0.1,-2.1,2.0,not done
0.1,-2.1,3.0,not done
0.1,-2.0,3.0,not done
0.1,-1.7,4.0,not done
0.1,-1.6,5.0,not done
0.1,-1.5,5.0,not done
0.1,-1.4,6.0,not done
0.2,-1.1,7.0,not done
0.2,-1.2,7.0,not done
0.2,-0.8,9.0,not done
0.2,-0.9,9.0,not done
0.2,-0.5,11.0,not done
0.2,-0.7,11.0,not done
0.2,-0.5,12.0,not done
0.3,-0.3,13.0,not done
0.3,-0.5,14.0,not done
0.3,-3.3,12.0,not done
0.3,-3.0,13.0,not done
0.3,-3.3,12.0,not done
0.3,-6.1,8.0,not done
0.2,-7.8,5.0,not done
0.2,-5.7,6.0,not done
0.2,-7.0,4.0,not done
0.2,-7.0,4.0,not done
0.2,-8.0,1.0,not done
0.1,-8.6,0.0,not done
0.1,-7.7,-1.0,not done
0.1,-5.6,0.0,not done
0.1,-3.7,1.0,not done
0.1,-2.1,3.0,not done
0.1,-0.3,5.0,not done
0.1,0.5,7.0,not done
0.2,-0.1,9.0,not done
0.2,-1.0,9.0,not done
0.2,-2.0,9.0,not done
0.2,-2.8,8.0,not done
0.2,-2.9,8.0,not done
0.2,-3.9,7.0,not done
0.2,-3.4,8.0,not done
0.2,-3.0,8.0,not done
0.2,-2.5,9.0,not done
0.2,-2.5,9.0,not done
0.2,-2.5,9.0,not done
0.2,-2.7,9.0,not done
0.2,-2.3,10.0,not done
0.2,-2.3,10.0,not done
0.2,-1.4,11.0,not done
0.3,-0.9,12.0,not done
0.3,0.1,14.0,not done
0.3,0.5,16.0,not done
0.3,0.8,18.0,not done
0.3,0.3,19.0,not done
0.4,-0.1,20.0,not done
0.4,-0.6,20.0,not done
0.4,-1.0,20.0,not done
0.4,-0.9,21.0,not done
0.4,-1.3,21.0,not done
0.4,-2.8,20.0,not done
0.4,-4.5,19.0,not done
0.4,-5.5,18.0,not done
0.4,-6.2,17.0,not done
0.4,-6.5,17.0,not done
0.4,-5.8,17.0,not done
0.4,-5.2,17.0,not done
0.4,-4.7,17.0,not done
0.4,-5.1,16.0,not done
0.4,-6.9,15.0,not done
0.4,-7.2,14.0,not done
0.4,-5.9,13.0,not done
0.4,-6.3,13.0,not done
0.3,-7.1,11.0,not done
0.3,-5.0,12.0,not done
0.3,-4.0,13.0,not done
0.3,-4.4,13.0,not done
0.3,-6.3,11.0,not done
0.3,-5.3,11.0,not done
0.3,-4.4,11.0,not done
0.3,-4.8,10.0,not done
0.3,-4.9,10.0,not done
0.3,-3.7,11.0,not done
0.3,-2.4,12.0,not done
0.3,-3.0,12.0,not done
0.3,-4.0,12.0,not done
0.3,-4.5,11.0,not done
0.3,-4.4,12.0,not done
0.3,-4.4,11.0,not done
0.3,-4.4,12.0,not done
0.3,-4.6,11.0,not done
0.3,-3.9,12.0,not done
0.3,-3.6,12.0,not done
0.3,-3.5,12.0,not done
0.3,-2.6,13.0,not done
0.3,-2.2,14.0,not done
0.3,-3.5,13.0,not done
0.3,-4.3,13.0,not done
0.3,-4.0,13.0,not done
0.3,-3.8,13.0,not done
0.3,-4.7,13.0,not done
0.3,-4.6,13.0,not done
0.3,-5.0,12.0,not done
0.3,-4.6,12.0,not done
0.3,-4.5,12.0,not done
0.3,-3.6,13.0,not done
0.3,-3.2,13.0,not done
0.3,-3.3,13.0,not done
0.3,-4.0,13.0,not done
0.3,-5.0,13.0,not done
0.3,-5.2,12.0,not done
0.3,-5.5,12.0,not done
0.3,-5.6,11.0,not done
0.3,-5.8,11.0,not done
0.3,-5.9,10.0,not done
0.3,-6.4,9.0,not done
0.3,-5.9,9.0,not done
0.3,-5.1,9.0,not done
0.3,-4.1,10.0,not done
0.3,-3.8,10.0,not done
0.3,-3.4,10.0,not done
0.3,-2.8,11.0,not done
0.3,-3.4,11.0,not done
0.3,-4.2,11.0,not done
0.3,-4.7,10.0,not done
0.3,-5.2,10.0,not done
0.3,-5.9,9.0,not done
0.3,-6.9,7.0,not done
0.3,-6.9,7.0,not done
0.2,-7.0,6.0,not done
0.2,-6.8,6.0,not done
0.2,-7.0,5.0,not done
0.2,-6.5,4.0,not done
